MONTH_YEAR,TOTAL_LISTINGS,PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,ACTIVE_LISTINGS_RATE,TRUE_MIN_PRICE_ACTIVE_LISTINGS,TRUE_MAX_PRICE_ACTIVE_LISTINGS,TRUE_AVG_PRICE_ACTIVE_LISTINGS,TRUE_MEDIAN_PRICE_ACTIVE_LISTINGS,TOTAL_DISTINCT_HOSTS,TOTAL_SUPERHOST_COUNT,TRUE_AVG_REVIEW_SCORE_RATING,PERCENTAGE_CHANGE_ACTIVE,PERCENTAGE_CHANGE_INACTIVE,TOTAL_NUMBER_OF_STAYS,AVG_REV
02_2021,3,Room in boutique hotel,Private room,6,100.000000,277,467,370.035176,415.000,3,3,82.000000,50%,,62,7231.333333
03_2021,3,Room in boutique hotel,Private room,6,100.000000,277,420,365.547739,415.000,3,3,83.718593,0%,,63,7345.000000
04_2021,3,Room in boutique hotel,Private room,6,100.000000,239,415,349.889447,415.000,3,3,83.432161,0%,,50,5151.666667
08_2020,3,Room in boutique hotel,Private room,6,100.000000,170,465,255.937500,290.000,3,3,83.062500,0%,,5,775.000000
09_2020,3,Room in boutique hotel,Private room,6,100.000000,180,408,264.562500,305.000,3,3,83.062500,0%,,21,2020.000000
10_2020,3,Room in boutique hotel,Private room,6,100.000000,213,465,291.750000,325.000,3,3,83.062500,0%,,38,3323.333333
11_2020,3,Room in boutique hotel,Private room,6,100.000000,257,415,355.500000,415.000,3,3,83.062500,0%,,37,3529.000000
12_2020,2,Room in boutique hotel,Private room,6,100.000000,231,415,341.400000,415.000,2,2,82.000000,-33%,,44,6370.000000
08_2020,1,Room in boutique hotel,Private room,16,100.000000,857,857,857.000000,857.000,1,2,100.000000,,,30,25710.000000
09_2020,1,Room in boutique hotel,Private room,16,100.000000,857,857,857.000000,857.000,1,2,100.000000,0%,,30,25710.000000
10_2020,1,Room in boutique hotel,Private room,16,100.000000,857,857,857.000000,857.000,1,2,100.000000,0%,,30,25710.000000
08_2020,1,Room in heritage hotel (india),Hotel room,2,100.000000,79,79,79.000000,79.000,1,1,75.000000,,,0,0.000000
01_2021,12,Room in hostel,Hotel room,1,100.000000,32,402,67.059361,50.000,5,1,77.293963,,,186,1538.000000
02_2021,12,Room in hostel,Hotel room,1,100.000000,32,50,47.771689,50.000,5,1,77.335958,0%,,40,125.833333
03_2021,12,Room in hostel,Hotel room,1,100.000000,32,58,48.283105,50.000,5,1,77.335958,0%,,67,228.833333
04_2021,12,Room in hostel,Hotel room,1,100.000000,36,60,48.420091,50.000,5,1,77.346457,0%,,63,226.500000
07_2020,2,Room in hostel,Hotel room,1,100.000000,30,50,40.857143,50.000,2,1,85.485714,-83%,,1,25.000000
08_2020,12,Room in hostel,Hotel room,1,100.000000,22,50,44.257511,50.000,5,1,79.278729,500%,,8,27.500000
09_2020,13,Room in hostel,Hotel room,1,100.000000,17,50,44.567901,50.000,6,1,78.939394,8%,,23,77.384615
10_2020,13,Room in hostel,Hotel room,1,100.000000,31,50,45.539095,50.000,6,1,78.939394,0%,,47,164.461538
11_2020,13,Room in hostel,Hotel room,1,100.000000,30,50,45.440329,50.000,6,1,79.051282,0%,,35,97.461538
12_2020,12,Room in hostel,Hotel room,1,100.000000,32,351,63.223744,50.000,5,1,77.293963,-8%,,40,181.666667
01_2021,13,Room in hostel,Hotel room,2,100.000000,65,125,70.989031,65.000,5,1,94.378378,,,65,392.846154
02_2021,14,Room in hostel,Hotel room,2,100.000000,65,125,72.887417,65.000,5,1,88.636364,8%,,49,326.285714
03_2021,14,Room in hostel,Hotel room,2,100.000000,65,125,73.046358,65.000,5,1,88.636364,0%,,43,308.071429
04_2021,14,Room in hostel,Hotel room,2,100.000000,65,134,74.741722,65.000,5,1,88.636364,0%,,48,386.142857
07_2020,1,Room in hostel,Hotel room,2,100.000000,50,50,50.000000,50.000,1,1,72.000000,-93%,,4,200.000000
08_2020,15,Room in hostel,Hotel room,2,100.000000,50,112,68.158261,65.000,7,1,91.812207,1400%,,54,373.066667
09_2020,14,Room in hostel,Hotel room,2,100.000000,65,120,70.628829,65.000,6,1,94.155440,-7%,,32,211.571429
10_2020,14,Room in hostel,Hotel room,2,100.000000,65,112,74.333333,65.000,6,1,93.906736,0%,,146,835.714286
11_2020,14,Room in hostel,Hotel room,2,100.000000,65,112,71.738739,65.000,6,1,94.072539,0%,,103,680.428571
12_2020,13,Room in hostel,Hotel room,2,100.000000,65,127,74.031079,65.000,5,1,94.378378,-7%,,127,929.153846
01_2021,2,Room in hostel,Hotel room,3,100.000000,100,103,101.125000,100.000,2,1,90.000000,,,0,0.000000
02_2021,2,Room in hostel,Hotel room,3,100.000000,100,181,130.375000,100.000,2,1,90.000000,0%,,5,452.500000
03_2021,2,Room in hostel,Hotel room,3,100.000000,92,100,97.000000,100.000,2,1,90.000000,0%,,2,96.000000
04_2021,2,Room in hostel,Hotel room,3,100.000000,92,120,109.500000,120.000,2,1,90.000000,0%,,4,198.000000
08_2020,2,Room in hostel,Hotel room,3,100.000000,88,100,95.500000,100.000,2,1,87.000000,0%,,1,44.000000
09_2020,2,Room in hostel,Hotel room,3,100.000000,88,100,95.500000,100.000,2,1,87.000000,0%,,1,50.000000
10_2020,2,Room in hostel,Hotel room,3,100.000000,97,100,98.875000,100.000,2,1,87.000000,0%,,4,195.500000
11_2020,2,Room in hostel,Hotel room,3,100.000000,95,100,98.125000,100.000,2,1,87.000000,0%,,2,97.500000
12_2020,2,Room in hostel,Hotel room,3,100.000000,100,170,126.250000,100.000,2,1,87.000000,0%,,33,1790.000000
01_2021,3,Room in hostel,Hotel room,4,100.000000,30,161,73.760000,80.000,3,1,75.104000,,,31,441.000000
02_2021,3,Room in hostel,Hotel room,4,100.000000,30,161,73.760000,80.000,3,1,75.104000,0%,,24,807.666667
03_2021,3,Room in hostel,Hotel room,4,100.000000,32,161,74.528000,80.000,3,1,75.104000,0%,,16,858.666667
04_2021,3,Room in hostel,Hotel room,4,100.000000,35,202,82.240000,80.000,3,1,75.104000,0%,,10,673.333333
08_2020,3,Room in hostel,Hotel room,4,100.000000,80,161,103.576471,80.000,3,1,67.529412,0%,,11,491.333333
09_2020,3,Room in hostel,Hotel room,4,100.000000,80,161,103.576471,80.000,3,1,67.529412,0%,,18,779.000000
10_2020,3,Room in hostel,Hotel room,4,100.000000,80,161,103.576471,80.000,3,1,67.529412,0%,,12,523.000000
11_2020,3,Room in hostel,Hotel room,4,100.000000,80,161,103.576471,80.000,3,1,67.529412,0%,,32,1387.333333
12_2020,3,Room in hostel,Hotel room,4,100.000000,35,161,75.680000,80.000,3,1,76.256000,0%,,22,970.666667
01_2021,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,,,4,712.000000
02_2021,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,4,712.000000
03_2021,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,5,890.000000
04_2021,1,Room in hostel,Hotel room,5,100.000000,194,194,194.000000,194.000,1,1,80.000000,0%,,1,194.000000
08_2020,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,1,178.000000
09_2020,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,1,178.000000
10_2020,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,2,356.000000
11_2020,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,1,178.000000
12_2020,1,Room in hostel,Hotel room,5,100.000000,178,178,178.000000,178.000,1,1,80.000000,0%,,18,3204.000000
01_2021,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,,,2,51.000000
02_2021,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,0%,,2,51.000000
03_2021,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,0%,,31,790.500000
04_2021,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,0%,,2,51.000000
08_2020,2,Room in hotel,Hotel room,1,100.000000,43,43,43.000000,43.000,1,2,87.500000,0%,,2,43.000000
09_2020,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,0%,,2,51.000000
10_2020,2,Room in hotel,Hotel room,1,100.000000,45,45,45.000000,45.000,1,2,87.500000,0%,,2,45.000000
11_2020,2,Room in hotel,Hotel room,1,100.000000,45,45,45.000000,45.000,1,2,87.500000,0%,,26,585.000000
12_2020,2,Room in hotel,Hotel room,1,100.000000,51,51,51.000000,51.000,1,2,87.500000,0%,,2,51.000000
01_2021,13,Room in hotel,Hotel room,2,100.000000,48,215,119.681592,113.000,4,3,92.037115,,,73,729.076923
02_2021,13,Room in hotel,Hotel room,2,100.000000,48,219,120.232587,99.000,4,3,92.037115,0%,,75,870.692308
03_2021,13,Room in hotel,Hotel room,2,100.000000,48,135,84.226368,105.000,4,3,92.074230,0%,,54,438.692308
04_2021,13,Room in hotel,Hotel room,2,100.000000,52,135,84.930348,105.000,4,3,92.074230,0%,,107,794.230769
07_2020,1,Room in hotel,Hotel room,2,100.000000,55,55,55.000000,55.000,1,2,91.000000,-92%,,1,55.000000
08_2020,15,Room in hotel,Hotel room,2,100.000000,45,269,79.226998,78.000,5,3,92.012228,1400%,,46,211.400000
09_2020,12,Room in hotel,Hotel room,2,100.000000,55,157,79.493636,59.000,3,3,91.010870,-20%,,44,267.916667
10_2020,12,Room in hotel,Hotel room,2,100.000000,47,157,73.013636,47.000,3,3,91.010870,0%,,163,1563.000000
11_2020,12,Room in hotel,Hotel room,2,100.000000,47,154,72.882727,47.000,3,3,91.010870,0%,,133,1436.333333
12_2020,12,Room in hotel,Hotel room,2,100.000000,55,145,76.501818,59.000,3,3,91.010870,0%,,108,983.583333
01_2021,3,Room in hotel,Hotel room,3,100.000000,130,158,145.483871,142.000,2,1,80.842105,,,0,0.000000
02_2021,3,Room in hotel,Hotel room,3,100.000000,130,173,157.096774,157.000,2,1,80.842105,0%,,30,1300.000000
03_2021,3,Room in hotel,Hotel room,3,100.000000,130,163,149.354839,147.000,2,1,80.842105,0%,,30,1630.000000
04_2021,3,Room in hotel,Hotel room,3,100.000000,136,163,150.709677,147.000,2,1,80.842105,0%,,6,275.666667
08_2020,3,Room in hotel,Hotel room,3,100.000000,130,173,157.096774,157.000,2,1,72.631579,0%,,0,0.000000
09_2020,3,Room in hotel,Hotel room,3,100.000000,130,173,157.096774,157.000,2,1,72.631579,0%,,1,52.333333
10_2020,3,Room in hotel,Hotel room,3,100.000000,130,173,157.096774,157.000,2,1,72.631579,0%,,1,52.333333
11_2020,3,Room in hotel,Hotel room,3,100.000000,130,173,157.096774,157.000,2,1,72.631579,0%,,0,0.000000
12_2020,3,Room in hotel,Hotel room,3,100.000000,130,158,145.483871,142.000,2,1,72.631579,0%,,34,1494.666667
01_2021,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,,,30,26400.000000
02_2021,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
03_2021,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
04_2021,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
07_2020,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
08_2020,1,Room in hotel,Hotel room,5,100.000000,204,204,204.000000,204.000,1,1,,0%,,30,6120.000000
09_2020,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
10_2020,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
11_2020,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
12_2020,1,Room in hotel,Hotel room,5,100.000000,880,880,880.000000,880.000,1,1,,0%,,30,26400.000000
01_2021,5,Room in hotel,Private room,1,100.000000,40,65,52.592857,49.000,4,1,91.671533,,,30,386.000000
02_2021,6,Room in hotel,Private room,1,100.000000,40,2820,78.867257,49.000,5,1,90.248175,20%,,90,14705.000000
03_2021,6,Room in hotel,Private room,1,100.000000,40,2833,79.120354,49.000,5,1,90.248175,0%,,98,14826.500000
04_2021,5,Room in hotel,Private room,1,100.000000,40,72,54.671429,49.000,4,1,90.390511,-17%,,56,699.600000
08_2020,4,Room in hotel,Private room,1,100.000000,40,79,56.385892,49.000,3,1,85.500000,-20%,,2,31.000000
09_2020,4,Room in hotel,Private room,1,100.000000,40,79,56.385892,49.000,3,1,85.500000,0%,,2,31.000000
10_2020,4,Room in hotel,Private room,1,100.000000,40,69,53.398340,49.000,3,1,89.942553,0%,,23,258.750000
11_2020,5,Room in hotel,Private room,1,100.000000,40,65,52.592857,49.000,4,1,91.374088,25%,,20,220.000000
12_2020,5,Room in hotel,Private room,1,100.000000,40,75,55.378571,49.000,4,1,91.374088,0%,,39,487.000000
01_2021,118,Room in hotel,Private room,2,100.000000,49,2298,740.909175,263.000,26,8,87.753264,,,1364,8663.686441
02_2021,116,Room in hotel,Private room,2,100.000000,49,2826,524.621866,224.000,25,8,91.406204,-2%,,1516,7007.612069
03_2021,117,Room in hotel,Private room,2,100.000000,49,2833,661.013683,323.000,27,8,84.862252,1%,,1432,6880.572650
04_2021,124,Room in hotel,Private room,2,99.193548,49,2308,566.359182,294.000,31,8,88.253561,5%,,1724,7482.669355
07_2020,2,Room in hotel,Private room,2,100.000000,59,175,102.500000,59.000,2,3,93.875000,-98%,-100%,4,350.000000
08_2020,51,Room in hotel,Private room,2,100.000000,45,489,114.148478,89.000,26,7,84.471084,2450%,,300,803.352941
09_2020,51,Room in hotel,Private room,2,100.000000,49,266,104.118621,99.000,26,7,84.659036,0%,,302,944.843137
10_2020,50,Room in hotel,Private room,2,100.000000,47,296,139.308578,168.000,26,7,86.306443,-2%,,357,1025.260000
11_2020,54,Room in hotel,Private room,2,100.000000,47,320,142.396214,182.000,26,7,86.531203,8%,,358,1019.037037
12_2020,55,Room in hotel,Private room,2,100.000000,49,2243,575.808624,179.000,26,8,83.184581,2%,,715,2801.054545
01_2021,16,Room in hotel,Private room,3,100.000000,80,259,169.656427,196.000,11,3,83.976744,,,150,1239.125000
02_2021,16,Room in hotel,Private room,3,100.000000,80,233,146.767805,152.000,11,3,84.476038,0%,,155,1317.375000
03_2021,16,Room in hotel,Private room,3,100.000000,84,240,192.327784,208.000,11,3,83.707246,0%,,136,1242.687500
04_2021,17,Room in hotel,Private room,3,100.000000,86,248,154.889689,160.000,12,3,85.049133,6%,,185,1605.058824
08_2020,13,Room in hotel,Private room,3,100.000000,83,207,128.517949,132.000,9,3,80.958015,-24%,,61,606.615385
09_2020,13,Room in hotel,Private room,3,100.000000,79,158,126.923077,130.000,9,3,80.958015,0%,,69,675.615385
10_2020,13,Room in hotel,Private room,3,100.000000,80,172,123.736752,129.000,9,3,80.958015,0%,,57,574.538462
11_2020,15,Room in hotel,Private room,3,100.000000,80,209,121.149321,125.000,10,3,81.141221,15%,,81,667.266667
12_2020,15,Room in hotel,Private room,3,100.000000,99,242,130.597285,130.000,10,3,83.617940,0%,,132,1221.400000
01_2021,8,Room in hotel,Private room,4,100.000000,126,399,156.748242,143.000,6,3,93.089855,,,97,1906.500000
02_2021,8,Room in hotel,Private room,4,100.000000,143,399,167.569620,149.000,6,3,92.944928,0%,,43,952.375000
03_2021,9,Room in hotel,Private room,4,100.000000,127,402,169.244813,152.000,7,3,93.492754,13%,,73,1304.777778
04_2021,11,Room in hotel,Private room,4,100.000000,143,425,171.663475,152.000,8,3,92.761773,22%,,72,1127.363636
08_2020,9,Room in hotel,Private room,4,100.000000,138,504,167.430518,145.000,7,3,93.038961,-18%,,36,848.666667
09_2020,8,Room in hotel,Private room,4,100.000000,141,374,166.320225,145.000,6,3,98.545455,-11%,,37,988.125000
10_2020,8,Room in hotel,Private room,4,100.000000,132,379,160.084270,149.000,6,3,98.909091,0%,,66,1535.750000
11_2020,7,Room in hotel,Private room,4,100.000000,130,384,159.186969,149.000,5,3,98.909091,-13%,,6,160.142857
12_2020,8,Room in hotel,Private room,4,100.000000,142,394,160.869198,149.000,6,3,92.915423,14%,,28,576.875000
01_2021,1,Room in hotel,Private room,5,100.000000,127,127,127.000000,127.000,1,1,100.000000,,,3,381.000000
02_2021,1,Room in hotel,Private room,5,100.000000,148,148,148.000000,148.000,1,1,100.000000,0%,,1,148.000000
03_2021,1,Room in hotel,Private room,5,100.000000,157,157,157.000000,157.000,1,1,100.000000,0%,,3,471.000000
04_2021,1,Room in hotel,Private room,5,100.000000,215,215,215.000000,215.000,1,1,100.000000,0%,,5,1075.000000
08_2020,1,Room in hotel,Private room,5,100.000000,105,105,105.000000,105.000,1,1,100.000000,0%,,0,0.000000
09_2020,1,Room in hotel,Private room,5,100.000000,104,104,104.000000,104.000,1,1,100.000000,0%,,0,0.000000
10_2020,1,Room in hotel,Private room,5,100.000000,114,114,114.000000,114.000,1,1,100.000000,0%,,0,0.000000
11_2020,1,Room in hotel,Private room,5,100.000000,117,117,117.000000,117.000,1,1,100.000000,0%,,0,0.000000
12_2020,1,Room in hotel,Private room,5,100.000000,160,160,160.000000,160.000,1,1,100.000000,0%,,29,4640.000000
02_2021,1,Room in hotel,Private room,6,100.000000,44,44,44.000000,44.000,1,1,80.000000,,,0,0.000000
03_2021,1,Room in hotel,Private room,6,100.000000,45,45,45.000000,45.000,1,1,80.000000,0%,,0,0.000000
01_2021,1,Room in hotel,Private room,8,100.000000,44,44,44.000000,44.000,1,1,80.000000,,,0,0.000000
01_2021,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,,,5,815.000000
02_2021,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,29,4727.000000
03_2021,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,8,1304.000000
08_2020,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,0,0.000000
09_2020,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,2,326.000000
10_2020,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,3,489.000000
11_2020,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,7,1141.000000
12_2020,1,Room in hotel,Private room,12,100.000000,163,163,163.000000,163.000,1,1,70.000000,0%,,13,2119.000000
01_2021,1,Room in resort,Hotel room,4,100.000000,555,555,555.000000,555.000,1,2,,,,30,16650.000000
02_2021,1,Room in resort,Hotel room,4,100.000000,557,557,557.000000,557.000,1,2,,0%,,30,16710.000000
03_2021,1,Room in resort,Hotel room,4,100.000000,550,550,550.000000,550.000,1,2,,0%,,30,16500.000000
04_2021,1,Room in resort,Hotel room,4,100.000000,561,561,561.000000,561.000,1,2,,0%,,30,16830.000000
08_2020,1,Room in resort,Hotel room,4,100.000000,622,622,622.000000,622.000,1,2,,0%,,30,18660.000000
09_2020,1,Room in resort,Hotel room,4,100.000000,621,621,621.000000,621.000,1,2,,0%,,30,18630.000000
10_2020,1,Room in resort,Hotel room,4,100.000000,590,590,590.000000,590.000,1,2,,0%,,30,17700.000000
11_2020,1,Room in resort,Hotel room,4,100.000000,599,599,599.000000,599.000,1,2,,0%,,30,17970.000000
12_2020,1,Room in resort,Hotel room,4,100.000000,567,567,567.000000,567.000,1,2,,0%,,30,17010.000000
01_2021,2,Room in serviced apartment,Hotel room,1,100.000000,59,95,63.853933,59.000,2,1,93.000000,,,30,885.000000
02_2021,2,Room in serviced apartment,Hotel room,1,100.000000,61,99,66.123596,61.000,2,1,93.000000,0%,,30,915.000000
03_2021,2,Room in serviced apartment,Hotel room,1,100.000000,61,97,65.853933,61.000,2,1,96.000000,0%,,30,915.000000
04_2021,2,Room in serviced apartment,Hotel room,1,100.000000,61,101,66.393258,61.000,2,1,93.000000,0%,,30,915.000000
08_2020,1,Room in serviced apartment,Hotel room,1,100.000000,77,77,77.000000,77.000,1,1,93.000000,-50%,,0,0.000000
09_2020,1,Room in serviced apartment,Hotel room,1,100.000000,77,77,77.000000,77.000,1,1,93.000000,0%,,0,0.000000
10_2020,1,Room in serviced apartment,Hotel room,1,100.000000,94,94,94.000000,94.000,1,1,93.000000,0%,,0,0.000000
11_2020,1,Room in serviced apartment,Hotel room,1,100.000000,98,98,98.000000,98.000,1,1,93.000000,0%,,0,0.000000
12_2020,2,Room in serviced apartment,Hotel room,1,100.000000,40,98,47.820225,40.000,2,1,93.000000,100%,,19,496.000000
01_2021,15,Room in serviced apartment,Hotel room,2,100.000000,48,448,146.927545,144.000,9,3,88.605924,,,304,4374.533333
02_2021,15,Room in serviced apartment,Hotel room,2,100.000000,85,439,175.739538,150.000,9,3,89.498390,0%,,223,3816.200000
03_2021,15,Room in serviced apartment,Hotel room,2,100.000000,85,425,178.439101,150.000,9,3,89.498390,0%,,260,4290.466667
04_2021,15,Room in serviced apartment,Hotel room,2,100.000000,85,439,181.363523,150.000,9,3,89.498390,0%,,256,4161.800000
07_2020,2,Room in serviced apartment,Hotel room,2,100.000000,122,197,129.058824,122.000,2,1,90.000000,-87%,,28,1745.500000
08_2020,14,Room in serviced apartment,Hotel room,2,100.000000,53,296,110.912232,118.000,10,3,87.459614,600%,,86,636.928571
09_2020,15,Room in serviced apartment,Hotel room,2,100.000000,49,319,114.529044,120.000,9,3,88.389569,7%,,126,829.066667
10_2020,15,Room in serviced apartment,Hotel room,2,100.000000,85,376,158.058089,144.000,9,3,88.358661,0%,,175,1492.400000
11_2020,15,Room in serviced apartment,Hotel room,2,100.000000,85,355,159.848220,150.000,9,3,88.420476,0%,,295,3162.066667
12_2020,14,Room in serviced apartment,Hotel room,2,100.000000,85,439,166.764933,123.000,8,2,88.332008,-7%,,234,3892.357143
01_2021,3,Room in serviced apartment,Hotel room,3,100.000000,105,238,186.495017,195.000,2,1,90.289037,,,60,3430.000000
02_2021,3,Room in serviced apartment,Hotel room,3,100.000000,105,218,174.800664,183.000,2,1,90.289037,0%,,4,267.333333
03_2021,3,Room in serviced apartment,Hotel room,3,100.000000,105,239,191.976744,209.000,2,1,91.385382,0%,,9,463.666667
04_2021,3,Room in serviced apartment,Hotel room,3,100.000000,105,270,211.710963,232.000,2,1,91.385382,0%,,11,495.000000
08_2020,3,Room in serviced apartment,Hotel room,3,100.000000,135,202,183.245614,168.000,2,1,94.649123,0%,,13,629.333333
09_2020,3,Room in serviced apartment,Hotel room,3,100.000000,105,236,187.591362,200.000,2,1,92.847176,0%,,11,428.666667
10_2020,3,Room in serviced apartment,Hotel room,3,100.000000,105,228,186.860465,206.000,2,1,90.654485,0%,,65,3497.333333
11_2020,3,Room in serviced apartment,Hotel room,3,100.000000,105,243,193.073090,208.000,2,1,90.654485,0%,,38,1686.333333
12_2020,3,Room in serviced apartment,Hotel room,3,100.000000,105,243,187.225914,192.000,2,1,90.654485,0%,,35,1421.000000
01_2021,16,Room in serviced apartment,Hotel room,4,100.000000,106,1100,203.397753,152.000,12,6,89.194003,,,284,7084.687500
02_2021,15,Room in serviced apartment,Hotel room,4,100.000000,129,1100,220.827666,168.000,12,6,88.245470,-6%,,251,7179.066667
03_2021,15,Room in serviced apartment,Hotel room,4,100.000000,152,1100,237.110086,168.000,12,6,87.684395,0%,,215,5348.200000
04_2021,16,Room in serviced apartment,Hotel room,4,100.000000,152,1100,223.107416,186.000,12,6,87.096774,7%,,253,5848.687500
07_2020,3,Room in serviced apartment,Hotel room,4,100.000000,181,250,191.777778,181.000,3,2,93.590643,-81%,,61,3993.333333
08_2020,10,Room in serviced apartment,Hotel room,4,100.000000,104,503,221.350365,220.000,8,6,93.217213,233%,,106,2601.000000
09_2020,12,Room in serviced apartment,Hotel room,4,100.000000,114,1100,246.743989,181.000,10,6,93.774343,20%,,195,6178.166667
10_2020,12,Room in serviced apartment,Hotel room,4,100.000000,110,1100,260.644979,210.000,10,6,94.117465,0%,,165,5686.833333
11_2020,12,Room in serviced apartment,Hotel room,4,100.000000,117,1100,259.578501,210.000,10,6,94.527086,0%,,166,5449.916667
12_2020,13,Room in serviced apartment,Hotel room,4,100.000000,120,1100,194.768275,172.000,11,5,88.781054,8%,,259,7513.923077
01_2021,8,Room in serviced apartment,Hotel room,5,100.000000,220,539,272.204918,228.000,4,1,89.841270,,,44,2570.500000
02_2021,8,Room in serviced apartment,Hotel room,5,100.000000,205,539,263.323770,220.000,4,1,90.058201,0%,,51,2778.250000
03_2021,8,Room in serviced apartment,Hotel room,5,100.000000,220,525,273.540984,237.000,4,1,90.640212,0%,,54,2912.500000
04_2021,7,Room in serviced apartment,Hotel room,5,100.000000,220,539,283.403433,254.000,3,1,93.879828,-13%,,71,3670.857143
07_2020,3,Room in serviced apartment,Hotel room,5,100.000000,220,328,277.483871,308.000,3,1,94.451613,-57%,,1,102.666667
08_2020,10,Room in serviced apartment,Hotel room,5,100.000000,206,409,267.498305,220.000,5,1,93.652174,233%,,28,845.400000
09_2020,10,Room in serviced apartment,Hotel room,5,100.000000,220,409,289.945763,265.000,5,1,94.475676,0%,,24,718.000000
10_2020,10,Room in serviced apartment,Hotel room,5,100.000000,205,502,292.894915,220.000,5,1,95.133333,0%,,137,5047.400000
11_2020,9,Room in serviced apartment,Hotel room,5,100.000000,220,509,283.000000,234.000,5,1,94.741784,-10%,,68,2563.555556
12_2020,8,Room in serviced apartment,Hotel room,5,100.000000,220,539,276.352459,233.000,4,1,85.386243,-11%,,127,4994.875000
01_2021,2,Room in serviced apartment,Hotel room,6,100.000000,156,425,167.558594,156.000,2,1,90.085938,,,41,4812.000000
02_2021,2,Room in serviced apartment,Hotel room,6,100.000000,156,433,167.902344,156.000,2,1,90.085938,0%,,16,2910.000000
03_2021,2,Room in serviced apartment,Hotel room,6,100.000000,156,469,169.449219,156.000,2,1,90.085938,0%,,42,5467.000000
04_2021,2,Room in serviced apartment,Hotel room,6,100.000000,156,292,224.000000,224.000,1,1,88.500000,0%,,36,4372.000000
07_2020,1,Room in serviced apartment,Hotel room,6,100.000000,428,428,428.000000,428.000,1,1,92.000000,-50%,,0,0.000000
08_2020,6,Room in serviced apartment,Hotel room,6,100.000000,90,419,117.507282,109.000,2,1,88.828479,500%,,101,2009.500000
09_2020,6,Room in serviced apartment,Hotel room,6,100.000000,90,426,118.362460,113.000,2,1,88.630259,0%,,120,2282.500000
10_2020,6,Room in serviced apartment,Hotel room,6,100.000000,100,426,126.291262,125.000,2,1,88.440939,0%,,104,2121.333333
11_2020,5,Room in serviced apartment,Hotel room,6,100.000000,100,458,131.662967,138.000,2,1,87.313824,-17%,,36,846.400000
12_2020,2,Room in serviced apartment,Hotel room,6,100.000000,196,450,206.914063,196.000,2,1,90.085938,-60%,,30,4591.000000
01_2021,2,Room in serviced apartment,Hotel room,7,100.000000,184,595,220.669145,184.000,2,1,88.159851,,,17,1564.000000
02_2021,2,Room in serviced apartment,Hotel room,7,100.000000,369,595,389.163569,369.000,2,1,88.159851,0%,,33,6427.500000
03_2021,2,Room in serviced apartment,Hotel room,7,100.000000,368,595,388.252788,368.000,2,1,88.159851,0%,,57,13893.000000
04_2021,1,Room in serviced apartment,Hotel room,7,100.000000,595,595,595.000000,595.000,1,1,100.000000,-50%,,6,3570.000000
07_2020,1,Room in serviced apartment,Hotel room,7,100.000000,231,231,231.000000,231.000,1,1,94.000000,0%,,30,6930.000000
